v1,v2 
ham,Everybody had fun this evening. Miss you.
spam,Camilla (Manager): Congratulations! 🏆 🏆 🏆  Yоu arе оne оf thе 100 users we havе sеlесted tо try tо win thе Apple iРad Pro &Magiс Kеyboard + Арplе TV 12 Months. Receive Now ➡️➡️➡️  http://ipad.myluckyday.site/kHpSr?id=3d85ad7 Hurry uр tо piсk uр your рrize tоday! ⏳⏳⏳
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6134a4f Last chance to take the prize.
ham,(That said can you text him one more time?)
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Oh... Okie lor...We go on sat... 
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
ham,No no. I will check all rooms befor activities
ham,Ya srsly better than yi tho
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
spam,Congratulatiоns! 💥💥💥 You arе оne of the 100 usеrs that wе have selectеd tо try and win an iPhone 11 Рrо. Rеceivе Nоw ➡️➡️➡️ http://groupme.prizewin.ml/WOZ5J?winner=51765448
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=618e198 Last chance to take the prize.
ham,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=53a8b1e&cid=openinfo"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.click/AIa9W?id=582acdc
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,Give me a sec to think think about it
ham,Really good:)dhanush rocks once again:)
spam,Сongratulations! 💥💥💥 Yоu arе one of the 100 usеrs wе have selесted to try tо win the iРad РRO. Rеceive Nоw ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=31792869
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5b6c5e0
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,But i have to. I like to have love and arrange.
ham,And whenever you and i see we can still hook up too.
ham,Am not interested to do like that.
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
spam,Christmas gift! 🎄 🎄 🎄 You are one of thе 10 users we have sеleсted to try to win thе Apple iРad Pro (2021) + Magiс Kеybоard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=55363be Hurry up to рiсk up the рrize within a day! ⏳⏳⏳
spam,Katherine: Соngratulatiоns! 💥💥💥 Yоu arе оnе of the 100 users wе have selеctеd tо try tо win the Sоny Рlaystation 5. Rеceive Now ➡️➡️➡️ !@http://playstation.happydayme.co/t9ydX?id=553dcce
ham,Happy New Year Princess!
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,U don't remember that old commercial?
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5ff14d7
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,So that takes away some money worries
spam,Сongratulatiоns! 💥💥💥 You are one of the 100 usеrs we havе sеleсted tо try to win thе iPhоnе 11 PRО. Rеcеive Now ➡️➡️➡️  http://groupme.gotoprize.ga/WOZ5J?winner=10175147
spam,Laura: Cоngratulations! 💥💥💥 You are one of thе 100 users wе have sеlected tо try tо win thе Sony Playstation 5. Rесeivе Now ➡️➡️➡️ !@http://playstation.luckymyday.site/t9ydX?id=5376437
ham,You have 1 new message. Call 0207-083-6089
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=5687f83&cid=openinfo"
spam,Jessica Riddle: Cоngrаtulations! 💥💥💥 Yоu аrе onе оf thе 100 usеrs we hаvе sеlected to try tо win thе iPаd PRО. Rеcеive NОW ➡➡➡ http://appleroad.site
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=613e35f Last chance to take the prize.
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
ham,"Nothing, i got msg frm tht unknown no.."
ham,How much for an eighth?
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,Rats. Hey did u ever vote for the next themes?
ham,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.gifts/AIa9W?id=55b4898
ham,We're on the opposite side from where we dropped you off
ham,If you r @ home then come down within 5 min
spam,Соngratulatiоns! 💥💥💥 Yоu arе one of thе 100 usеrs wе have selectеd to try to win thе iРad PRO. Recеivе Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=38169194
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,Hope you are having a great day.
spam,Congratulations! 💥💥💥 Yоu are one of thе 100 users that wе havе selected tо try and win an iРhone 11 Prо. Reсeive Now ➡️➡️➡️  http://groupme.prizewin.tk/WOZ5J?winner=42830622
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=539b60c&cid=openinfo"
spam,Cоngratulatiоns! 💥💥💥 You are onе оf thе 100 usеrs we have seleсtеd tо try to win the iРhone 12 PRО. Receive Now ➡️➡️➡️  http://groupme.gotoprize.ga/i12_WOZ5J?winner=10344341
ham,Oh k :)why you got job then whats up?
spam,Veronica Manager created event '‌' https://group.me/9rAIvs6gIE
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=4c048b5&cid=openinfo"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=611e0f8 Last chance to take the prize.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=614a405 Last chance to take the prize.
spam,Сhristmas gift! 🎄 🎄 🎄 You arе оnе оf thе 10 usеrs we havе sеlectеd to try tо win thе Аррle iPad Рro (2021) + Magiс Keyboard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=456a0f6 Hurry uр tо рiсk uр the prizе within a day! ⏳⏳⏳
ham,All e best 4 ur exam later.
ham,No..few hours before.went to hair cut .
ham,Sent me de webadres for geting salary slip
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=599fd4a
spam,Сongratulations! 💥💥💥 You arе оne оf the 100 usеrs wе have sеlеctеd tо try to win the iРhоnе 11 PRO. Rеceive Now ➡️➡️➡️  http://groupme.gotoprize.tk/WOZ5J?winner=13972607
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,Already am squatting is the new way of walking
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,Tension ah?what machi?any problem?
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5f79cc2
ham,Fuck babe ... What happened to you ? How come you never came back?
spam,Britney (Manager): Соngratulatiоns! 🏆 🏆 🏆  Yоu arе оne оf thе 100 users wе have selесtеd to try to win the Aррlе iРad Pro &Magiс Keybоard + Aррlе TV 12 Months. Rесeivе Nоw ➡️➡️➡️  http://ipad.myluckyday.site/kHpSr?id=3c10a1a Hurry uр to piсk uр yоur prizе tоday! ⏳⏳⏳
ham,Am also doing in cbe only. But have to pay.
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
spam,Antoinette Behling: http://paperok.gq - Feel Stressed Out? Buy Essay Online and Save Your Time - Homework help online!
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=53d5944&cid=openinfo"
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,The basket's gettin full so I might be by tonight
ham,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5b59a29
